pos_id,side,open_time,open_price,lot,sl,tp,half_exit_time,half_exit_lot,half_exit_price,pnl_half_usd,final_close_time,final_close_price,final_close_lot,final_reason,pnl_final_usd,hold_min,total_pnl_usd,running_balance
1418,SELL,2026.03.20 22:15:00,4500.47,1.78,4503.47,4480.47,,0.0,0.0,0.0,2026.03.20 22:15:26,4503.58,1.78,SL,-553.58,0.43,-553.58,61185.7
1419,SELL,2026.03.20 22:30:00,4498.45,1.76,4501.45,4478.45,,0.0,0.0,0.0,2026.03.20 22:30:01,4501.87,1.76,SL,-601.92,0.02,-601.92,60583.78
1420,SELL,2026.03.20 22:56:37,4502.54,1.74,4505.56,4482.56,,0.0,0.0,0.0,2026.03.20 22:57:55,4505.59,1.74,SL,-530.7,1.3,-530.7,60053.08
1421,SELL,2026.03.20 23:00:00,4501.47,1.73,4504.47,4481.47,,0.0,0.0,0.0,2026.03.20 23:02:47,4504.48,1.73,SL,-520.73,2.78,-520.73,59532.35
1422,SELL,2026.03.20 23:16:07,4502.09,1.71,4505.56,4482.56,,0.0,0.0,0.0,2026.03.20 23:17:19,4506.15,1.71,SL,-694.26,1.2,-694.26,58838.09
1423,SELL,2026.03.20 23:30:00,4500.91,1.69,4503.91,4480.91,,0.0,0.0,0.0,2026.03.20 23:30:15,4504.14,1.69,SL,-545.87,0.25,-545.87,58292.22
1424,SELL,2026.03.23 02:36:09,4477.13,2.91,4480.33,4457.33,,0.0,0.0,0.0,2026.03.23 02:37:26,4480.37,2.91,SL,-942.84,1.28,-942.84,57349.38
1425,SELL,2026.03.23 02:48:24,4477.22,1.65,4477.22,4457.22,2026.03.23 02:50:00,0.83,4463.1,1171.96,2026.03.23 02:53:39,4456.87,0.82,TP,1668.7,5.25,2840.66,60190.04
1426,SELL,2026.03.23 03:00:00,4464.74,1.73,4467.74,4444.74,,0.0,0.0,0.0,2026.03.23 03:00:10,4468.31,1.73,SL,-617.61,0.17,-617.61,59572.43
1427,SELL,2026.03.23 03:15:00,4436.69,1.71,4439.69,4416.69,,0.0,0.0,0.0,2026.03.23 03:15:23,4416.69,1.71,TP,3420.0,0.38,3420.0,62992.43
